Freq [GHz],dB20(S11diff) [],ang_deg(S11diff) [deg],dB20(S21diff) [],ang_deg(S21diff) [deg],dB20(S21diff) norm2
58.4,-15.65851981502,-82.7268019056392,-35.9670091691944,-36.9028359672311,-8.2309646660132
58.5,-15.5487649569792,-84.5374466095764,-35.9164574125323,-38.3617107703068,-8.1804129093511
58.6,-15.7882003115109,-86.0446876724952,-35.4746559486873,-37.9049628997286,-7.7386114455061
58.7,-15.9540557672393,-84.2709495029317,-35.8339476362621,-39.4620381781494,-8.0979031330809
58.8,-15.6707687652649,-82.9781684720125,-35.6935690490476,-38.9282707060749,-7.9575245458664
58.9,-15.5428093366641,-85.3141742147936,-35.8061864158359,-38.3747095454248,-8.0701419126547
59,-15.8043406063144,-85.2059965573277,-35.5387333808822,-41.3780272555876,-7.802688877701
59.1,-15.8960298857555,-84.7774540438287,-35.6038114806697,-38.4002281536147,-7.8677669774885
59.2,-15.657082156009,-84.1754192690968,-35.5641495522532,-40.3911744697142,-7.828105049072
59.3,-15.6228947575646,-84.9112196009603,-35.621346374903,-41.3597769824689,-7.8853018717218
59.4,-15.74816523635,-85.2844187746841,-35.5313648858441,-41.999130262322,-7.7953203826629
59.5,-15.6759045476997,-84.8197835538178,-35.7083086327286,-43.002212437054,-7.9722641295474
59.6,-15.6222341562573,-84.1775110791768,-35.5827127385787,-42.8349575193879,-7.8466682353975
59.7,-15.5681334714558,-85.436671726655,-35.7154530122382,-42.6364436952614,-7.979408509057
59.8,-15.725647332323,-84.9209391251763,-35.8206746960333,-44.7442689946577,-8.0846301928521
59.9,-15.7134993390902,-84.2941403625554,-35.7328986465096,-44.6274614133158,-7.9968541433284
60,-15.47415077177,-84.4558219305013,-36.0101054739444,-46.592007878128,-8.2740609707632
60.1,-15.4285845948135,-85.6551231995986,-35.8940703112983,-46.0770564176278,-8.1580258081171
60.2,-15.7564406391108,-85.4643588776614,-36.0209220202388,-46.3896758095712,-8.2848775170576
60.3,-15.7561299945228,-83.7202816880624,-36.0980717319041,-47.4945790582283,-8.3620272287229
60.4,-15.342586912477,-83.174093403812,-36.3239531147022,-47.0243444630287,-8.587908611521
60.5,-15.3049712426531,-85.4560261572043,-36.5461108085923,-46.7444720308117,-8.8100663054111
60.6,-15.6731609436648,-86.3081283768948,-36.6288140467529,-47.907161929405,-8.8927695435717
60.7,-15.8388545478329,-83.0228070865856,-36.6252728490441,-46.9682798495113,-8.8892283458629
60.8,-15.4266537832901,-82.2227083564373,-37.1722479389921,-47.1150644071584,-9.4362034358109
60.9,-15.1686418707573,-85.0452252595089,-36.9033835230284,-45.4585698664942,-9.1673390198472
61,-15.4860275125551,-86.8110201689878,-37.2951187856895,-44.8088906476312,-9.5590742825083
61.1,-15.8134524658167,-84.6418174216474,-37.1869184901659,-45.2569768147485,-9.4508739869847
61.2,-15.3988038734397,-81.7319324006975,-37.6035744303231,-43.7181605133601,-9.8675299271419
61.3,-15.0277587629948,-83.6701131149675,-37.3694143820191,-45.440945617891,-9.6333698788379
61.4,-15.2967190024545,-86.4142712031299,-37.3171654013172,-42.5279434209354,-9.581120898136
61.5,-15.6566470824151,-85.2309161291959,-37.4717836522763,-44.0791245983075,-9.7357391490951
61.6,-15.509565839192,-82.3696851728657,-37.2927046410177,-44.0835951567037,-9.5566601378365
61.7,-15.1446012446831,-83.7857663314816,-37.1316804958229,-43.7440225756348,-9.3956359926417
61.8,-15.1697265385334,-85.7440900637823,-37.0784593382535,-42.0426988222292,-9.3424148350723
61.9,-15.4635932058349,-85.962750745527,-37.6274684893214,-43.7427660169545,-9.8914239861402
62,-15.4538039771519,-84.7165754392658,-37.6129639890009,-42.5121194258045,-9.8769194858197
62.1,-15.1896277690205,-83.9086898970902,-37.414213737396,-41.4307619340041,-9.6781692342148
62.2,-15.1358165927266,-85.4735459063944,-37.5624083852365,-41.2145862250127,-9.8263638820553
62.3,-15.2949772648828,-86.1765527762803,-37.9032733215494,-43.1420445911848,-10.1672288183682
62.4,-15.3227636313979,-84.6405573836379,-37.3718201631573,-41.2675353767929,-9.6357756599761
62.5,-15.1515824106286,-84.7516109567107,-37.6044835458737,-41.2199773442986,-9.8684390426925
62.6,-15.2019078111093,-86.3750113618361,-37.5733233383113,-41.160435830486,-9.8372788351301
62.7,-15.3233644013157,-85.3868589623531,-37.5933696925648,-41.3345530426004,-9.8573251893836
62.8,-15.1475469561081,-84.4054479011598,-37.2050581598137,-39.4841761716764,-9.4690136566325
62.9,-14.9417006842014,-86.0949900877597,-37.4596935862631,-38.8280999509264,-9.7236490830819
63,-15.1536621082275,-86.8898510091826,-37.6017198024632,-40.9089114845855,-9.865675299282
63.1,-15.4175436792154,-85.4164060710405,-37.1379931885417,-42.0136641542369,-9.4019486853605
63.2,-15.0819142326449,-84.0600930592867,-37.0523473811405,-38.2488485688118,-9.3163028779593
63.3,-14.8029905270258,-85.0085442030401,-37.5037067011349,-41.3736653193636,-9.7676621979537
63.4,-14.930622240883,-87.8992916677727,-37.0299889400236,-41.6040218633116,-9.2939444368424
63.5,-15.3574206955564,-87.0894089066564,-37.2187186516528,-41.5035928393898,-9.4826741484716
63.6,-15.2874889724862,-83.5688462607401,-37.034960752532,-40.6366860528535,-9.2989162493508
63.7,-14.7423019269935,-83.5780795081244,-37.4287888303242,-40.019273045581,-9.692744327143
63.8,-14.6404594982607,-87.694140466338,-37.0568178717186,-43.9390148585767,-9.3207733685374
63.9,-15.3350278139737,-88.7434028835153,-37.2042462677381,-39.910349243752,-9.4682017645569
64,-15.5745509175503,-84.1890540523447,-37.4938638838134,-40.8066012241904,-9.7578193806322
64.1,-14.8707014689774,-82.4614727558151,-37.0965137821345,-42.4309532479785,-9.3604692789533
64.2,-14.5207202604252,-86.6193280641274,-36.8725929032105,-44.1556057113838,-9.1365484000293
64.3,-15.0855321609667,-89.6188562453382,-36.9988875828372,-43.2443538041901,-9.262843079656
64.4,-15.5805188253824,-86.1353431420742,-37.0014685600025,-43.1928033482439,-9.2654240568213
64.5,-15.1605054116767,-82.8598192467761,-37.1138918535693,-46.1722568286946,-9.3778473503881
64.6,-14.5825084758463,-84.796193447098,-37.3089345644764,-46.9461672161752,-9.5728900612952
64.7,-14.8818756426816,-88.9248747097859,-37.2688692365115,-44.4070317576334,-9.5328247333303
64.8,-15.4910470201126,-88.1643890458738,-37.3103237780909,-46.0296002961715,-9.5742792749097
64.9,-15.3590602340802,-83.9739304730649,-37.3558564508432,-46.7582823746868,-9.619811947662
65,-14.8232367166899,-84.6106000732616,-37.3488530843909,-46.6743697717717,-9.6128085812097
65.1,-14.7928891163689,-88.1073279333375,-37.6902496345538,-46.7415151895765,-9.9542051313726
65.2,-15.2586833592885,-88.3206072455067,-37.7594765867262,-47.3702198295803,-10.023432083545
65.3,-15.3173404159558,-85.9940820899979,-37.7805264453101,-46.8659777275821,-10.0444819421289
65.4,-14.9634667654383,-86.1863483375271,-37.6685554845615,-46.8299694171397,-9.9325109813803
65.5,-14.928255569672,-87.3830574671514,-37.5593820365756,-47.3075358457438,-9.8233375333944
65.6,-15.1084308080319,-87.9198742812711,-37.9831584941248,-48.1322718247557,-10.2471139909436
65.7,-15.067166960338,-87.284353853049,-37.8090992032377,-50.2524482848946,-10.0730547000565
65.8,-14.9069470613112,-87.886461005451,-37.9022007244793,-50.2456184789429,-10.1661562212981
65.9,-15.0655090901523,-88.8242131674298,-37.9479220098181,-51.5578351285015,-10.2118775066369
66,-15.1909448394132,-88.5387269272983,-38.126210110374,-51.8460660046621,-10.3901656071928
66.1,-14.9282770057429,-87.1949020937675,-38.6220785662905,-53.2747446698385,-10.8860340631093
66.2,-14.6740252154283,-88.5259447935601,-38.6024281368003,-50.9600549451582,-10.8663836336191
66.3,-14.9360173605917,-91.6456240687694,-39.1895607604061,-49.9972742425191,-11.4535162572249
66.4,-15.2790530133288,-89.632191771601,-39.1957080157067,-50.1666510230982,-11.4596635125255
66.5,-15.125241866404,-86.2050796893273,-39.1997982851412,-52.622290785667,-11.46375378196
66.6,-14.5358210428514,-88.6612192515697,-39.4480447512514,-50.3157964310368,-11.7120002480702
66.7,-14.679965040947,-92.0059057129071,-39.7012544520396,-49.8068380353293,-11.9652099488584
66.8,-15.4359083971302,-92.0949445143968,-39.6414032863582,-48.2792456575569,-11.905358783177
66.9,-15.3076671306146,-87.0596949098854,-39.8678194357129,-48.8240460344819,-12.1317749325317
67,-14.5891505474674,-86.179270002248,-39.8123012907302,-45.9732335220803,-12.076256787549
